user id: 000012,start time: 1659816848133
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1659816848142","Logged in with user id: 000012","01-LoginScene","False","(0.0, 0.0, -0.1)","(0.1, 0.1, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, -0.1)","(0.1, 0.1, 1.0)","(0.0, 0.0, 0.0)","","","","","","logged_in"
"1659816879852","Task 1 started, instantiating start instructions.","02-WelcomeScene","False","(0.0, 0.0, 0.0)","(0.1, -0.2, 1.0)","(0.0, -0.1, 0.0)","Quad","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.2, 1.0)","(0.0, -0.1, 0.0)","Quad","","","","","task1_started"
"1659816879852","Instantiating instructions.","02-WelcomeScene","False","(0.0, 0.0, 0.0)","(0.1, -0.2, 1.0)","(0.0, -0.1, 0.0)","Quad","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.2, 1.0)","(0.0, -0.1, 0.0)","Quad","","","","","showing_instructions"
"1659816889373","Instructions finished.","03-Task1Scene","False","(0.0, -0.1, 0.0)","(0.1, -0.4, 0.9)","(0.1, -0.5, 0.9)","Header Text","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, -0.1, 0.0)","(0.1, -0.4, 0.9)","(0.1, -0.5, 0.9)","Header Text","","","","","instructions_finished"
"1659816890407","Start instructions finished.","03-Task1Scene","False","(-0.1, 0.0, 0.0)","(-0.1, -0.3, 0.9)","(-0.1, -0.1, 0.1)","Quad","null","null","null","null","(-0.1, 0.0, 0.0)","(-0.1, -0.3, 0.9)","(-0.1, -0.1, 0.1)","Quad","","","","",""
"1659816911894","Button pressed, starting animation.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.2, -0.3, 0.9)","(0.0, 0.0, 0.0)","","null","null","(0.1, -0.3, 0.5)","(0.1, -0.3, 0.4)","(0.0, 0.0, 0.0)","(0.2, -0.3, 0.9)","(0.0, 0.0, 0.0)","","(0.5, -1.0, 2.8)","(0.1, -0.3, 0.5)","","","button_pressed"
"1659816918906","Animation finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.2, 1.0)","(0.0, 0.0, 0.0)","","null","null","(0.2, -0.2, 0.1)","(0.2, -0.3, 0.1)","(0.0, 0.0, 0.0)","(0.1, -0.2, 1.0)","(0.0, 0.0, 0.0)","","(0.2, -1.0, 1.7)","","","","animation_finished"
"1659816919965","Instantiating middle instructions.","03-Task1Scene","False","(0.0, -0.1, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","null","null","(0.0, -0.1, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.3, -0.9, 1.8)","","","",""
"1659816919965","Instantiating instructions.","03-Task1Scene","False","(0.0, -0.1, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","null","null","(0.0, -0.1, 0.0)","(0.1, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","(0.3, -0.9, 1.8)","","","","showing_instructions"
"1659816928806","Instructions finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.2, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.2, 0.0, 1.0)","(0.0, 0.0, 0.0)","","","","","","instructions_finished"
"1659816929803","Middle instructions finished, starting the timer.","03-Task1Scene","False","(0.0, 0.0, -0.1)","(0.3, 0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.0, -0.1)","(0.3, 0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","","","","",""
"1659816929803","Openning the timer.","03-Task1Scene","False","(0.0, 0.0, -0.1)","(0.3, 0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","null","null","null","null","(0.0, 0.0, -0.1)","(0.3, 0.1, 1.0)","(0.0, 0.0, 0.0)","Quad","","","","","openning_timer"
"1659816932494","Button pressed, starting animation.","03-Task1Scene","False","(0.0, 0.0, -0.1)","(0.2, 0.0, 1.0)","(0.0, 0.0, 0.0)","","null","null","(0.2, -0.1, 0.5)","(0.2, -0.1, 0.4)","(0.0, 0.0, -0.1)","(0.2, 0.0, 1.0)","(0.0, 0.0, 0.0)","","(0.8, -0.1, 2.8)","(0.2, -0.1, 0.5)","","","button_pressed"
"1659816939514","Animation finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","null","null","(0.3, -0.2, 0.5)","(0.3, -0.2, 0.4)","(0.0, 0.0, 0.0)","(0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(0.5, -0.8, 1.8)","","","","animation_finished"
"1659816939514","Task 1 finished, loading task 2","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","null","null","(0.3, -0.2, 0.5)","(0.3, -0.2, 0.4)","(0.0, 0.0, 0.0)","(0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","(0.5, -0.8, 1.8)","","","","task1_finished"
