user id: Y17704,start time: 1658355396490
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1658355396515","Logged in with user id: Y17704","01-LoginScene","False","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, -0.3, 0.3)","User Id Input","null","null","null","null","(0.0, 0.1, 0.0)","(0.0, -0.8, 0.6)","(0.0, -0.3, 0.3)","User Id Input","","","","","logged_in"
"1658355428276","Task 1 started, instantiating start instructions.","02-WelcomeScene","False","(0.0, 0.2, -0.1)","(0.3, -0.3, 0.9)","(0.0, 0.1, 0.0)","Quad","null","null","null","null","(0.0, 0.2, -0.1)","(0.3, -0.3, 0.9)","(0.0, 0.1, 0.0)","Quad","","","","","task1_started"
"1658355428277","Instantiating instructions.","02-WelcomeScene","False","(0.0, 0.2, -0.1)","(0.3, -0.3, 0.9)","(0.0, 0.1, 0.0)","Quad","null","null","null","null","(0.0, 0.2, -0.1)","(0.3, -0.3, 0.9)","(0.0, 0.1, 0.0)","Quad","","","","","showing_instructions"
"1658355437829","Instructions finished.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.3, -0.3, 0.9)","(0.3, -0.1, 0.8)","Header Text","null","null","null","null","(0.0, 0.2, -0.1)","(0.3, -0.3, 0.9)","(0.3, -0.1, 0.8)","Header Text","","","","","instructions_finished"
"1658355438825","Start instructions finished.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.3, -0.3, 0.9)","(0.0, 0.1, 0.0)","Quad","null","null","null","null","(0.0, 0.2, -0.1)","(0.3, -0.3, 0.9)","(0.0, 0.1, 0.0)","Quad","","","","",""
"1658355461396","Button pressed, starting animation.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.0, 0.0)","","null","null","(0.2, 0.0, 0.4)","(0.3, -0.1, 0.3)","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.0, 0.0)","","(1.4, -0.9, 2.3)","(0.2, -0.1, 0.3)","","","button_pressed"
"1658355468425","Animation finished.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.0, 0.0)","","null","null","(0.1, -0.2, 0.2)","(0.1, -0.2, 0.1)","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.0, 0.0)","","(0.8, -0.8, 1.5)","","","","animation_finished"
"1658355469462","Instantiating middle instructions.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.2, 0.0)","Quad","null","null","(0.2, -0.2, 0.2)","(0.2, -0.2, 0.1)","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.2, 0.0)","Quad","(0.8, -0.8, 1.5)","","","",""
"1658355469462","Instantiating instructions.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.2, 0.0)","Quad","null","null","(0.2, -0.2, 0.2)","(0.2, -0.2, 0.1)","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.2, 0.0)","Quad","(0.8, -0.8, 1.5)","","","","showing_instructions"
"1658355478240","Instructions finished.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.9)","(0.5, 0.0, 0.8)","Header Text","null","null","(0.0, -0.4, 0.1)","(0.0, -0.4, 0.1)","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.9)","(0.5, 0.0, 0.8)","Header Text","","","","","instructions_finished"
"1658355479241","Middle instructions finished, starting the timer.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.9)","(0.0, 0.2, 0.0)","Quad","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.9)","(0.0, 0.2, 0.0)","Quad","","","","",""
"1658355479243","Openning the timer.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.9)","(0.0, 0.2, 0.0)","Quad","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.9)","(0.0, 0.2, 0.0)","Quad","","","","","openning_timer"
"1658355488393","Button pressed, starting animation.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.0, 0.0)","","null","null","(0.3, 0.0, 0.4)","(0.3, -0.1, 0.3)","(0.0, 0.2, -0.1)","(0.5, -0.3, 0.8)","(0.0, 0.0, 0.0)","","(1.4, -0.7, 2.4)","(0.2, 0.0, 0.4)","","","button_pressed"
"1658355495434","Animation finished.","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.8)","(0.0, 0.0, 0.0)","","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.8)","(0.0, 0.0, 0.0)","","(0.9, -0.8, 1.5)","","","","animation_finished"
"1658355495434","Task 1 finished, loading task 2","03-Task1Scene","False","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.8)","(0.0, 0.0, 0.0)","","null","null","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","(0.0, 0.2, -0.1)","(0.5, -0.2, 0.8)","(0.0, 0.0, 0.0)","","(0.9, -0.8, 1.5)","","","","task1_finished"
