user id: 000004,start time: 1658529575358
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1658529575368","Logged in with user id: 000004","01-LoginScene","False","(0.0, 0.0, 0.0)","(0.0, -0.4, 0.9)","(0.0, -0.2, 0.4)","Caret","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, -0.4, 0.9)","(0.0, -0.2, 0.4)","Caret","","","","","logged_in"
"1658529606905","Task 1 started, instantiating start instructions.","02-WelcomeScene","False","(0.0, 0.0, 0.0)","(0.0, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","","","","","task1_started"
"1658529606909","Instantiating instructions.","02-WelcomeScene","False","(0.0, 0.0, 0.0)","(0.0, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, -0.4, 0.9)","(0.0, -0.1, 0.1)","Quad","","","","","showing_instructions"
"1658529616429","Instructions finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.0, -0.5, 0.9)","(0.0, -0.5, 0.9)","Header Text","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, -0.5, 0.9)","(0.0, -0.5, 0.9)","Header Text","","","","","instructions_finished"
"1658529617469","Start instructions finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.0, -0.5, 0.9)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.0, -0.5, 0.9)","(0.0, -0.1, 0.1)","Quad","","","","",""
"1658529667075","Button pressed, starting animation.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.0, -0.4, 0.5)","(0.0, -0.4, 0.4)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.3, -1.6, 2.5)","(0.0, -0.4, 0.5)","","","button_pressed"
"1658529674090","Animation finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, 0.0, 0.0)","","null","null","null","null","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.8)","(0.0, 0.0, 0.0)","","(0.3, -1.4, 1.5)","","","","animation_finished"
"1658529675129","Instantiating middle instructions.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.0, -0.1, 0.1)","Quad","(0.2, -1.5, 1.4)","","","",""
"1658529675133","Instantiating instructions.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.0, -0.1, 0.1)","Quad","(0.2, -1.5, 1.4)","","","","showing_instructions"
"1658529683870","Instructions finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.1, -0.6, 0.9)","Header Text","null","null","null","null","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.1, -0.6, 0.9)","Header Text","","","","","instructions_finished"
"1658529684901","Middle instructions finished, starting the timer.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.0, -0.1, 0.1)","Quad","","","","",""
"1658529684902","Openning the timer.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.0, -0.1, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(0.1, -0.6, 0.8)","(0.0, -0.1, 0.1)","Quad","","","","","openning_timer"
"1658529694910","User failed to press the button on time, instantaiting failed instructions.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.1, -0.3, 0.4)","(0.0, -0.3, 0.3)","null","null","(0.0, 0.0, 0.0)","(0.1, -0.5, 0.9)","(0.0, 0.0, 0.0)","","(0.4, -1.5, 2.5)","(0.1, -0.4, 0.5)","","","user_failed"
