user id: 000011,start time: 1659813161707
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1659813161713","Logged in with user id: 000011","01-LoginScene","False","(0.00, -0.01, 0.00)","(-0.03, -0.04, 1.00)","(0.00, 0.00, 0.00)","","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","(0.00, -0.01, 0.00)","(-0.03, -0.04, 1.00)","(0.00, 0.00, 0.00)","","","","","","logged_in"
"1659813193780","Task 1 started, instantiating start instructions.","02-WelcomeScene","False","(0.00, -0.02, 0.01)","(-0.14, -0.24, 0.96)","(-0.01, -0.05, 0.10)","Quad","null","null","null","null","(0.00, -0.02, 0.01)","(-0.14, -0.24, 0.96)","(-0.01, -0.05, 0.10)","Quad","","","","","task1_started"
"1659813193780","Instantiating instructions.","02-WelcomeScene","False","(0.00, -0.02, 0.01)","(-0.14, -0.24, 0.96)","(-0.01, -0.05, 0.10)","Quad","null","null","null","null","(0.00, -0.02, 0.01)","(-0.14, -0.24, 0.96)","(-0.01, -0.05, 0.10)","Quad","","","","","showing_instructions"
"1659813203335","Instructions finished.","03-Task1Scene","False","(0.02, 0.01, -0.02)","(-0.05, 0.08, 1.00)","(-0.03, 0.09, 0.97)","Header Text","null","null","null","null","(0.02, 0.01, -0.02)","(-0.05, 0.08, 1.00)","(-0.03, 0.09, 0.97)","Header Text","","","","","instructions_finished"
"1659813204345","Start instructions finished.","03-Task1Scene","False","(0.01, -0.04, 0.04)","(-0.07, -0.26, 0.96)","(0.01, -0.06, 0.14)","Quad","null","null","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","(0.01, -0.04, 0.04)","(-0.07, -0.26, 0.96)","(0.01, -0.06, 0.14)","Quad","","","","",""
"1659813234975","Button pressed, starting animation.","03-Task1Scene","False","(-0.02, 0.00, 0.01)","(-0.06, -0.14, 0.99)","(0.00, 0.00, 0.00)","","(-0.16, -0.28, 0.54)","(-0.15, -0.28, 0.43)","(-0.02, -0.24, 0.60)","(0.04, -0.26, 0.51)","(-0.02, 0.00, 0.01)","(-0.06, -0.14, 0.99)","(0.00, 0.00, 0.00)","","(-0.28, -0.50, 2.94)","(-0.07, -0.17, 0.58)","","","button_pressed"
"1659813242013","Animation finished.","03-Task1Scene","False","(-0.02, -0.01, 0.03)","(-0.01, -0.20, 0.98)","(0.00, 0.00, 0.00)","","(-0.04, -0.36, 0.42)","(-0.11, -0.42, 0.35)","(-0.13, -0.37, 0.37)","(-0.06, -0.41, 0.37)","(-0.02, -0.01, 0.03)","(-0.01, -0.20, 0.98)","(0.00, 0.00, 0.00)","","(-0.02, -0.87, 1.89)","","","","animation_finished"
"1659813243009","Instantiating middle instructions.","03-Task1Scene","False","(-0.03, -0.03, 0.04)","(-0.17, -0.39, 0.91)","(-0.05, -0.08, 0.14)","Quad","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","(-0.13, -0.37, 0.37)","(-0.06, -0.41, 0.37)","(-0.03, -0.03, 0.04)","(-0.17, -0.39, 0.91)","(-0.05, -0.08, 0.14)","Quad","(0.01, -0.97, 1.75)","","","",""
"1659813243010","Instantiating instructions.","03-Task1Scene","False","(-0.03, -0.03, 0.04)","(-0.17, -0.39, 0.91)","(-0.05, -0.08, 0.14)","Quad","(0.00, 0.00, 0.00)","(0.00, 0.00, 0.00)","(-0.13, -0.37, 0.37)","(-0.06, -0.41, 0.37)","(-0.03, -0.03, 0.04)","(-0.17, -0.39, 0.91)","(-0.05, -0.08, 0.14)","Quad","(0.01, -0.97, 1.75)","","","","showing_instructions"
"1659813251774","Instructions finished.","03-Task1Scene","False","(-0.01, 0.00, 0.03)","(-0.03, -0.02, 1.00)","(0.00, 0.00, 0.00)","","(-0.04, -0.36, 0.39)","(-0.10, -0.41, 0.36)","(-0.11, -0.36, 0.36)","(-0.05, -0.41, 0.36)","(-0.01, 0.00, 0.03)","(-0.03, -0.02, 1.00)","(0.00, 0.00, 0.00)","","","","","","instructions_finished"
