user id: 000003,start time: 1658514341637
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1658514341650","Logged in with user id: 000003","01-LoginScene","False","(-0.1, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.4, -0.1, 0.3)","Caret","(-0.5, -0.5, -0.1)","(-0.5, -0.4, -0.1)","null","null","(-0.1, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.4, -0.1, 0.3)","Caret","","","","","logged_in"
"1658514373670","Task 1 started, instantiating start instructions.","02-WelcomeScene","False","(0.0, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.1, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.1, 0.0, 0.1)","Quad","","","","","task1_started"
"1658514373670","Instantiating instructions.","02-WelcomeScene","False","(0.0, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.1, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.1, 0.0, 0.1)","Quad","","","","","showing_instructions"
"1658514383199","Instructions finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.7, -0.2, 0.7)","Header Text","null","null","null","null","(0.0, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.7, -0.2, 0.7)","Header Text","","","","","instructions_finished"
"1658514384243","Start instructions finished.","03-Task1Scene","False","(0.0, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.1, 0.0, 0.1)","Quad","null","null","null","null","(0.0, 0.0, 0.0)","(-0.7, -0.2, 0.7)","(-0.1, 0.0, 0.1)","Quad","","","","",""
"1658514391770","Button pressed, starting animation.","03-Task1Scene","False","(-0.5, 0.4, 0.2)","(-0.7, -0.4, 0.6)","(0.0, 0.0, 0.0)","","null","null","(-0.9, 0.0, 0.5)","(-0.8, 0.0, 0.5)","(-0.5, 0.4, 0.2)","(-0.7, -0.4, 0.6)","(0.0, 0.0, 0.0)","","(-2.5, -1.0, 2.1)","(-0.9, 0.0, 0.5)","","","button_pressed"
"1658514398798","Animation finished.","03-Task1Scene","False","(-0.6, 0.4, 0.3)","(-0.5, -0.5, 0.7)","(0.0, 0.0, 0.0)","","null","null","null","null","(-0.6, 0.4, 0.3)","(-0.5, -0.5, 0.7)","(0.0, 0.0, 0.0)","","(-0.6, -0.8, 1.6)","","","","animation_finished"
"1658514399798","Instantiating middle instructions.","03-Task1Scene","False","(-0.5, 0.4, 0.4)","(-0.6, -0.4, 0.6)","(-0.6, 0.3, 0.4)","Quad","null","null","null","null","(-0.5, 0.4, 0.4)","(-0.6, -0.4, 0.6)","(-0.6, 0.3, 0.4)","Quad","(-1.4, -0.9, 1.5)","","","",""
"1658514399798","Instantiating instructions.","03-Task1Scene","False","(-0.5, 0.4, 0.4)","(-0.6, -0.4, 0.6)","(-0.6, 0.3, 0.4)","Quad","null","null","null","null","(-0.5, 0.4, 0.4)","(-0.6, -0.4, 0.6)","(-0.6, 0.3, 0.4)","Quad","(-1.4, -0.9, 1.5)","","","","showing_instructions"
"1658514408568","Instructions finished.","03-Task1Scene","False","(-0.5, 0.4, 0.3)","(0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","null","null","null","null","(-0.5, 0.4, 0.3)","(0.2, -0.1, 1.0)","(0.0, 0.0, 0.0)","","","","","","instructions_finished"
"1658514409568","Middle instructions finished, starting the timer.","03-Task1Scene","False","(-0.6, 0.4, 0.3)","(-0.5, -0.4, 0.8)","(-0.6, 0.3, 0.3)","Quad","null","null","null","null","(-0.6, 0.4, 0.3)","(-0.5, -0.4, 0.8)","(-0.6, 0.3, 0.3)","Quad","","","","",""
"1658514409571","Openning the timer.","03-Task1Scene","False","(-0.6, 0.4, 0.3)","(-0.5, -0.4, 0.8)","(-0.6, 0.3, 0.3)","Quad","null","null","null","null","(-0.6, 0.4, 0.3)","(-0.5, -0.4, 0.8)","(-0.6, 0.3, 0.3)","Quad","","","","","openning_timer"
"1658514415973","Button pressed, starting animation.","03-Task1Scene","False","(-0.6, 0.4, 0.2)","(-0.7, -0.4, 0.6)","(0.0, 0.0, 0.0)","","null","null","(-0.9, 0.0, 0.6)","(-0.8, 0.0, 0.6)","(-0.6, 0.4, 0.2)","(-0.7, -0.4, 0.6)","(0.0, 0.0, 0.0)","","(-2.6, -0.8, 2.1)","(-1.0, 0.1, 0.6)","","","button_pressed"
"1658514423002","Animation finished.","03-Task1Scene","False","(-0.7, 0.4, 0.1)","(-0.6, -0.5, 0.6)","(0.0, 0.0, 0.0)","","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","null","null","(-0.7, 0.4, 0.1)","(-0.6, -0.5, 0.6)","(0.0, 0.0, 0.0)","","(-1.7, -1.0, 1.3)","","","","animation_finished"
"1658514423002","Task 1 finished, loading task 2","03-Task1Scene","False","(-0.7, 0.4, 0.1)","(-0.6, -0.5, 0.6)","(0.0, 0.0, 0.0)","","(0.0, 0.0, 0.0)","(0.0, 0.0, 0.0)","null","null","(-0.7, 0.4, 0.1)","(-0.6, -0.5, 0.6)","(0.0, 0.0, 0.0)","","(-1.7, -1.0, 1.3)","","","","task1_finished"
"1658514424168","Task 2 started, instatiating start instructions.","03-Task1Scene","False","(-0.7, 0.4, 0.1)","(-0.5, -0.5, 0.7)","(-0.7, 0.3, 0.2)","Quad","null","null","null","null","(-0.7, 0.4, 0.1)","(-0.5, -0.5, 0.7)","(-0.7, 0.3, 0.2)","Quad","(-1.6, -1.1, 1.3)","","","","task2_started"
"1658514424168","Instantiating instructions.","03-Task1Scene","False","(-0.7, 0.4, 0.1)","(-0.5, -0.5, 0.7)","(-0.7, 0.3, 0.2)","Quad","null","null","null","null","(-0.7, 0.4, 0.1)","(-0.5, -0.5, 0.7)","(-0.7, 0.3, 0.2)","Quad","(-1.6, -1.1, 1.3)","","","","showing_instructions"
"1658514433975","Instructions finished.","04-Task2Scene","False","(-0.5, 0.4, 0.3)","(-0.7, -0.3, 0.7)","(-1.2, 0.1, 1.0)","Header Text","null","null","null","null","(-0.5, 0.4, 0.3)","(-0.7, -0.3, 0.7)","(-1.2, 0.1, 1.0)","Header Text","","","","","instructions_finished"
"1658514434982","Start instructions finished.","04-Task2Scene","False","(-0.5, 0.4, 0.3)","(-0.7, -0.3, 0.7)","(-0.6, 0.3, 0.4)","Quad","null","null","null","null","(-0.5, 0.4, 0.3)","(-0.7, -0.3, 0.7)","(-0.6, 0.3, 0.4)","Quad","","","","",""
"1658514440528","Button 2 pressed, playing animation 2.","04-Task2Scene","False","(-0.5, 0.4, 0.3)","(-0.7, -0.3, 0.6)","(0.0, 0.0, 0.0)","","(-0.7, -0.2, 0.3)","(-0.8, -0.1, 0.3)","(-0.8, 0.0, 0.7)","(-0.7, 0.1, 0.7)","(-0.5, 0.4, 0.3)","(-0.7, -0.3, 0.6)","(0.0, 0.0, 0.0)","","(-2.5, -0.7, 2.2)","(-1.0, 0.1, 0.6)","(-0.8, 0.1, 0.7)","","button2_pressed"
