user id: 000009,start time: 1659801684503
timestamp,event message,last loaded scene,is eye tracking valid and enabled,eye gaze origin,eye gaze direction,eye gaze hit position,eye gaze target name,left hand index position,left hand palm position,right hand index position,right hand palm position,head gaze origin,head gaze direction,head gaze hit position,head gaze target name,3d model position,button 1 position,button 2 position,button 3 position,event
"1659801684507","Logged in with user id: 000009","01-LoginScene","False","(-0.19, 0.02, -0.12)","(-0.87, -0.21, 0.44)","(-0.62, -0.08, 0.10)","Caret","null","null","null","null","(-0.19, 0.02, -0.12)","(-0.87, -0.21, 0.44)","(-0.62, -0.08, 0.10)","Caret","","","","","logged_in"
"1659801716212","Task 1 started, instantiating start instructions.","02-WelcomeScene","False","(-0.14, 0.02, -0.10)","(-0.91, -0.19, 0.38)","(-0.23, 0.01, -0.06)","Quad","null","null","null","null","(-0.14, 0.02, -0.10)","(-0.91, -0.19, 0.38)","(-0.23, 0.01, -0.06)","Quad","","","","","task1_started"
"1659801716215","Instantiating instructions.","02-WelcomeScene","False","(-0.14, 0.02, -0.10)","(-0.91, -0.19, 0.38)","(-0.23, 0.01, -0.06)","Quad","null","null","null","null","(-0.14, 0.02, -0.10)","(-0.91, -0.19, 0.38)","(-0.23, 0.01, -0.06)","Quad","","","","","showing_instructions"
"1659801725692","Instructions finished.","03-Task1Scene","False","(-0.16, 0.01, -0.08)","(-0.87, -0.28, 0.41)","(-1.02, -0.27, 0.32)","Header Text","null","null","null","null","(-0.16, 0.01, -0.08)","(-0.87, -0.28, 0.41)","(-1.02, -0.27, 0.32)","Header Text","","","","","instructions_finished"
"1659801726697","Start instructions finished.","03-Task1Scene","False","(-0.17, 0.01, -0.08)","(-0.86, -0.28, 0.43)","(-0.26, -0.02, -0.03)","Quad","null","null","null","null","(-0.17, 0.01, -0.08)","(-0.86, -0.28, 0.43)","(-0.26, -0.02, -0.03)","Quad","","","","",""
"1659801731704","Button pressed, starting animation.","03-Task1Scene","False","(-0.12, 0.03, -0.08)","(-0.92, -0.04, 0.39)","(0.00, 0.00, 0.00)","","null","null","(-0.67, -0.14, 0.13)","(-0.55, -0.16, 0.16)","(-0.12, 0.03, -0.08)","(-0.92, -0.04, 0.39)","(0.00, 0.00, 0.00)","","(-2.89, -0.34, 1.05)","(-0.68, -0.11, 0.14)","","","button_pressed"
"1659801738728","Animation finished.","03-Task1Scene","False","(-0.16, 0.03, -0.21)","(-0.86, -0.14, 0.49)","(0.00, 0.00, 0.00)","","null","null","null","null","(-0.16, 0.03, -0.21)","(-0.86, -0.14, 0.49)","(0.00, 0.00, 0.00)","","(-1.85, -0.64, 0.79)","","","","animation_finished"
"1659801739758","Instantiating middle instructions.","03-Task1Scene","False","(-0.17, 0.04, -0.19)","(-0.89, -0.10, 0.45)","(-0.26, 0.03, -0.14)","Quad","null","null","null","null","(-0.17, 0.04, -0.19)","(-0.89, -0.10, 0.45)","(-0.26, 0.03, -0.14)","Quad","(-1.84, -0.73, 0.74)","","","",""
"1659801739758","Instantiating instructions.","03-Task1Scene","False","(-0.17, 0.04, -0.19)","(-0.89, -0.10, 0.45)","(-0.26, 0.03, -0.14)","Quad","null","null","null","null","(-0.17, 0.04, -0.19)","(-0.89, -0.10, 0.45)","(-0.26, 0.03, -0.14)","Quad","(-1.84, -0.73, 0.74)","","","","showing_instructions"
"1659801748458","Instructions finished.","03-Task1Scene","False","(-0.18, 0.04, -0.15)","(-0.91, -0.06, 0.40)","(-1.09, -0.01, 0.25)","Header Text","null","null","(-0.36, -0.61, 0.14)","(-0.25, -0.58, 0.12)","(-0.18, 0.04, -0.15)","(-0.91, -0.06, 0.40)","(-1.09, -0.01, 0.25)","Header Text","","","","","instructions_finished"
"1659801749468","Middle instructions finished, starting the timer.","03-Task1Scene","False","(-0.19, 0.04, -0.15)","(-0.91, -0.10, 0.41)","(-0.28, 0.03, -0.11)","Quad","null","null","(-0.34, -0.65, 0.14)","(-0.24, -0.60, 0.12)","(-0.19, 0.04, -0.15)","(-0.91, -0.10, 0.41)","(-0.28, 0.03, -0.11)","Quad","","","","",""
"1659801749468","Openning the timer.","03-Task1Scene","False","(-0.19, 0.04, -0.15)","(-0.91, -0.10, 0.41)","(-0.28, 0.03, -0.11)","Quad","null","null","(-0.34, -0.65, 0.14)","(-0.24, -0.60, 0.12)","(-0.19, 0.04, -0.15)","(-0.91, -0.10, 0.41)","(-0.28, 0.03, -0.11)","Quad","","","","","openning_timer"
